material_input,llm_provider,llm_model,success,error_message,llm_formula,llm_space_group,llm_lattice_params,llm_atomic_positions,mp_formula,mp_space_group,mp_lattice_params,mp_atomic_positions,processing_time,api_failure,score
Zinc oxide,anthropic,claude-sonnet-4-6,True,,ZnO,P6_3mc,"{'a': 3.2495, 'b': 3.2495, 'c': 5.2069, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Zn', 'position': [0.3333, 0.6667, 0.0]}, {'element': 'Zn', 'position': [0.6667, 0.3333, 0.5]}, {'element': 'O', 'position': [0.3333, 0.6667, 0.3819]}, {'element': 'O', 'position': [0.6667, 0.3333, 0.8819]}]",ZnO,P6_3mc,"{'a': 3.23735118, 'b': 3.2373508669087494, 'c': 5.2220613, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999298106427}","[{'element': 'Zn', 'position': [0.666667, 0.333333, 0.5005917]}, {'element': 'Zn', 'position': [0.333333, 0.666667, 0.0005917]}, {'element': 'O', 'position': [0.666667, 0.333333, 0.8797183]}, {'element': 'O', 'position': [0.333333, 0.666667, 0.3797183]}]",13.313840627670288,False,0.9988
Iron oxide,anthropic,claude-sonnet-4-6,True,,Fe2O3,R-3c,"{'a': 5.0356, 'b': 5.0356, 'c': 13.7489, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Fe', 'position': [0.0, 0.0, 0.3553]}, {'element': 'Fe', 'position': [0.0, 0.0, 0.6447]}, {'element': 'Fe', 'position': [0.0, 0.0, 0.1447]}, {'element': 'Fe', 'position': [0.0, 0.0, 0.8553]}, {'element': 'O', 'position': [0.3059, 0.0, 0.25]}, {'element': 'O', 'position': [0.0, 0.3059, 0.25]}, {'element': 'O', 'position': [0.6941, 0.6941, 0.25]}, {'element': 'O', 'position': [0.6941, 0.0, 0.75]}, {'element': 'O', 'position': [0.0, 0.6941, 0.75]}, {'element': 'O', 'position': [0.3059, 0.3059, 0.75]}]",Fe2O3,R-3c,"{'a': 5.0918936441581, 'b': 5.452029995907517, 'c': 5.091910452974928, 'alpha': 62.16260543536898, 'beta': 119.98513390956244, 'gamma': 117.83716377417755}","[{'element': 'Fe', 'position': [0.35471223, 0.06434118, 0.64519388]}, {'element': 'Fe', 'position': [0.14519072, 0.43565251, 0.85471358]}, {'element': 'Fe', 'position': [0.64528296, 0.93565173, 0.35480774]}, {'element': 'Fe', 'position': [0.85480256, 0.56433974, 0.14528604]}, {'element': 'O', 'position': [0.55535593, 0.75000405, 0.055351990000000004]}, {'element': 'O', 'position': [0.24997731, 0.74996658, 0.44458318]}, {'element': 'O', 'position': [0.05541939, 0.24997195, 0.25001683]}, {'element': 'O', 'position': [0.7500203400000001, 0.25003518, 0.55541461]}, {'element': 'O', 'position': [0.44465124, 0.2500032, 0.9446496400000001]}, {'element': 'O', 'position': [0.94458732, 0.75003389, 0.7499815]}]",15.739728927612305,False,0.9991
Copper oxide,anthropic,claude-sonnet-4-6,True,,CuO,C2/c,"{'a': 4.6837, 'b': 3.4226, 'c': 5.1288, 'alpha': 90.0, 'beta': 99.54, 'gamma': 90.0}","[{'element': 'Cu', 'position': [0.0, 0.5, 0.0]}, {'element': 'Cu', 'position': [0.5, 0.0, 0.5]}, {'element': 'O', 'position': [0.25, 0.25, 0.0]}, {'element': 'O', 'position': [0.75, 0.75, 0.0]}]",CuO,C2/c,"{'a': 2.9389026635780233, 'b': 2.9389026635780233, 'c': 5.160720932451686, 'alpha': 88.19100061484032, 'beta': 88.19100061484032, 'gamma': 87.399721810397}","[{'element': 'Cu', 'position': [0.0, 0.5, 0.5]}, {'element': 'Cu', 'position': [0.5, 0.0, 0.0]}, {'element': 'O', 'position': [0.486128, 0.513872, 0.75]}, {'element': 'O', 'position': [0.513872, 0.486128, 0.25]}]",12.325622797012327,False,0.75
Silicon dioxide,anthropic,claude-sonnet-4-6,True,,SiO2,P3_121,"{'a': 4.9137, 'b': 4.9137, 'c': 5.4047, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Si', 'position': [0.4697, 0.0, 0.0]}, {'element': 'Si', 'position': [0.0, 0.4697, 0.6667]}, {'element': 'Si', 'position': [0.5303, 0.5303, 0.3333]}, {'element': 'O', 'position': [0.4135, 0.2669, 0.1188]}, {'element': 'O', 'position': [0.7331, 0.1466, 0.7855]}, {'element': 'O', 'position': [0.8534, 0.5865, 0.4521]}, {'element': 'O', 'position': [0.2669, 0.4135, 0.8812]}, {'element': 'O', 'position': [0.5865, 0.8534, 0.5479]}, {'element': 'O', 'position': [0.1466, 0.7331, 0.2145]}]",SiO2,P3_121,"{'a': 4.914966, 'b': 4.914966353455409, 'c': 5.43130114, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999127648242}","[{'element': 'Si', 'position': [0.53108859, 0.53108859, 0.0]}, {'element': 'Si', 'position': [-0.0, 0.46891141000000003, 0.666667]}, {'element': 'Si', 'position': [0.46891141000000003, -0.0, 0.333333]}, {'element': 'O', 'position': [0.26922311, 0.41339429, 0.78489098]}, {'element': 'O', 'position': [0.5866057100000001, 0.85582782, 0.11822498000000001]}, {'element': 'O', 'position': [0.14417218, 0.73077689, 0.45155798]}, {'element': 'O', 'position': [0.41339429, 0.26922311, 0.21510902]}, {'element': 'O', 'position': [0.73077689, 0.14417218, 0.54844202]}, {'element': 'O', 'position': [0.85582782, 0.5866057100000001, 0.88177502]}]",16.177398204803467,False,0.75
Quartz,anthropic,claude-sonnet-4-6,True,,SiO2,P3_121 or P3_221,"{'a': 4.9134, 'b': 4.9134, 'c': 5.4052, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Si', 'position': [0.4697, 0.0, 0.0]}, {'element': 'Si', 'position': [0.0, 0.4697, 0.6667]}, {'element': 'Si', 'position': [0.5303, 0.5303, 0.3333]}, {'element': 'O', 'position': [0.4133, 0.2672, 0.1188]}, {'element': 'O', 'position': [0.2672, 0.4133, 0.5479]}, {'element': 'O', 'position': [0.7328, 0.1461, 0.7855]}, {'element': 'O', 'position': [0.5867, 0.8539, 0.2145]}, {'element': 'O', 'position': [0.8539, 0.5867, 0.4521]}, {'element': 'O', 'position': [0.1461, 0.7328, 0.8812]}]",SiO2,P3_121,"{'a': 4.914966, 'b': 4.914966353455409, 'c': 5.43130114, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999127648242}","[{'element': 'Si', 'position': [0.53108859, 0.53108859, 0.0]}, {'element': 'Si', 'position': [-0.0, 0.46891141000000003, 0.666667]}, {'element': 'Si', 'position': [0.46891141000000003, -0.0, 0.333333]}, {'element': 'O', 'position': [0.26922311, 0.41339429, 0.78489098]}, {'element': 'O', 'position': [0.5866057100000001, 0.85582782, 0.11822498000000001]}, {'element': 'O', 'position': [0.14417218, 0.73077689, 0.45155798]}, {'element': 'O', 'position': [0.41339429, 0.26922311, 0.21510902]}, {'element': 'O', 'position': [0.73077689, 0.14417218, 0.54844202]}, {'element': 'O', 'position': [0.85582782, 0.5866057100000001, 0.88177502]}]",14.814043045043944,False,0.5
Sodium chloride,anthropic,claude-sonnet-4-6,True,,NaCl,Fm-3m,"{'a': 5.6402, 'b': 5.6402, 'c': 5.6402, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Na', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",NaCl,Fm-3m,"{'a': 3.951402922131455, 'b': 3.951402172480169, 'c': 3.951402, 'alpha': 59.99998470065274, 'beta': 59.99999097646918, 'gamma': 59.99999737523848}","[{'element': 'Na', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",10.993047952651978,False,1.0
Cesium chloride,anthropic,claude-sonnet-4-6,True,,CsCl,Pm-3m,"{'a': 4.123, 'b': 4.123, 'c': 4.123, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Cs', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",CsCl,Pm-3m,"{'a': 4.14369834, 'b': 4.14369834, 'c': 4.14369834, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Cs', 'position': [0.0, 0.0, 0.0]}, {'element': 'Cl', 'position': [0.5, 0.5, 0.5]}]",12.73111629486084,False,1.0
Lithium fluoride,anthropic,claude-sonnet-4-6,True,,LiF,Fm-3m,"{'a': 4.0173, 'b': 4.0173, 'c': 4.0173, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Li', 'position': [0.0, 0.0, 0.0]}, {'element': 'F', 'position': [0.5, 0.5, 0.5]}]",LiF,Fm-3m,"{'a': 2.8874190721445334, 'b': 2.887419441542915, 'c': 2.887419, 'alpha': 59.999993602033705, 'beta': 59.99998937001777, 'gamma': 59.99999714535949}","[{'element': 'Li', 'position': [0.0, 0.0, 0.0]}, {'element': 'F', 'position': [0.5, 0.5, 0.5]}]",12.052207469940186,False,1.0
Magnesium oxide,anthropic,claude-sonnet-4-6,True,,MgO,Fm-3m,"{'a': 4.211, 'b': 4.211, 'c': 4.211, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Mg', 'position': [0.0, 0.0, 0.0]}, {'element': 'O', 'position': [0.5, 0.5, 0.5]}]",MgO,Fm-3m,"{'a': 2.965608463297897, 'b': 2.9656084142286705, 'c': 2.96560719, 'alpha': 59.99999152264117, 'beta': 59.99999219878217, 'gamma': 59.99998781182175}","[{'element': 'Mg', 'position': [0.0, 0.0, 0.0]}, {'element': 'O', 'position': [0.5, 0.5, 0.5]}]",10.178287267684937,False,1.0
Calcium fluoride,anthropic,claude-sonnet-4-6,True,,CaF2,Fm-3m,"{'a': 5.4626, 'b': 5.4626, 'c': 5.4626, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ca', 'position': [0.0, 0.0, 0.0]}, {'element': 'F', 'position': [0.25, 0.25, 0.25]}, {'element': 'F', 'position': [0.75, 0.75, 0.75]}]",CaF2,Fm-3m,"{'a': 3.900438, 'b': 3.900438, 'c': 3.900438, 'alpha': 60.0, 'beta': 60.0, 'gamma': 60.0}","[{'element': 'Ca', 'position': [0.0, 0.0, 0.0]}, {'element': 'F', 'position': [0.75, 0.75, 0.75]}, {'element': 'F', 'position': [0.25, 0.25, 0.25]}]",13.17602825164795,False,1.0
Barium sulfate,anthropic,claude-sonnet-4-6,True,,BaSO4,Pnma,"{'a': 8.8842, 'b': 5.4559, 'c': 7.1566, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.1827, 0.25, 0.1671]}, {'element': 'S', 'position': [0.4366, 0.25, 0.6876]}, {'element': 'O', 'position': [0.3085, 0.25, 0.5432]}, {'element': 'O', 'position': [0.4151, 0.25, 0.8437]}, {'element': 'O', 'position': [0.5956, 0.25, 0.6274]}, {'element': 'O', 'position': [0.4151, 0.0274, 0.6274]}]",BaSO4,Pnma,"{'a': 5.46903188, 'b': 7.18825422, 'c': 8.91393949, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.25, 0.84323851, 0.68510564]}, {'element': 'Ba', 'position': [0.75, 0.15676149, 0.31489436]}, {'element': 'Ba', 'position': [0.75, 0.34323851, 0.81489436]}, {'element': 'Ba', 'position': [0.25, 0.6567614900000001, 0.18510564000000002]}, {'element': 'S', 'position': [0.25, 0.30928493, 0.56192277]}, {'element': 'S', 'position': [0.75, 0.69071507, 0.43807723]}, {'element': 'S', 'position': [0.75, 0.80928493, 0.93807723]}, {'element': 'S', 'position': [0.25, 0.19071507000000001, 0.06192277]}, {'element': 'O', 'position': [0.53023403, 0.81068088, 0.41985536]}, {'element': 'O', 'position': [0.030234030000000002, 0.18931912, 0.58014464]}, {'element': 'O', 'position': [0.46976597000000003, 0.31068088, 0.08014464]}, {'element': 'O', 'position': [0.96976597, 0.6893191200000001, 0.91985536]}, {'element': 'O', 'position': [0.46976597000000003, 0.18931912, 0.58014464]}, {'element': 'O', 'position': [0.96976597, 0.81068088, 0.41985536]}, {'element': 'O', 'position': [0.53023403, 0.6893191200000001, 0.91985536]}, {'element': 'O', 'position': [0.030234030000000002, 0.31068088, 0.08014464]}, {'element': 'O', 'position': [0.25, 0.39128857, 0.41162364]}, {'element': 'O', 'position': [0.75, 0.60871143, 0.58837636]}, {'element': 'O', 'position': [0.75, 0.8912885700000001, 0.08837636]}, {'element': 'O', 'position': [0.25, 0.10871143, 0.9116236400000001]}, {'element': 'O', 'position': [0.25, 0.04902758, 0.18154347]}, {'element': 'O', 'position': [0.75, 0.95097242, 0.8184565300000001]}, {'element': 'O', 'position': [0.75, 0.54902758, 0.31845653]}, {'element': 'O', 'position': [0.25, 0.45097242, 0.68154347]}]",13.760570287704468,False,0.75
Barium titanate,anthropic,claude-sonnet-4-6,True,,BaTiO3,Pm-3m,"{'a': 4.0, 'b': 4.0, 'c': 4.0, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.0, 0.0, 0.0]}, {'element': 'Ti', 'position': [0.5, 0.5, 0.5]}, {'element': 'O', 'position': [0.5, 0.5, 0.0]}, {'element': 'O', 'position': [0.5, 0.0, 0.5]}, {'element': 'O', 'position': [0.0, 0.5, 0.5]}]",BaTiO3,Amm2,"{'a': 3.98333387, 'b': 4.0573426446750185, 'c': 4.0573423579991434, 'alpha': 90.25451681616497, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ba', 'position': [0.0, 0.00341385, 0.9965861500000001]}, {'element': 'Ti', 'position': [0.5, 0.5185038200000001, 0.48149618]}, {'element': 'O', 'position': [0.5, 0.49135189999999906, 0.02157433]}, {'element': 'O', 'position': [0.5, 0.97842567, 0.508648099999999]}, {'element': 'O', 'position': [0.0, 0.48820476, 0.51179524]}]",12.091603994369509,False,0.5
Lead titanate,anthropic,claude-sonnet-4-6,True,,PbTiO3,P4mm,"{'a': 3.904, 'b': 3.904, 'c': 4.152, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Pb', 'position': [0.0, 0.0, 0.0]}, {'element': 'Ti', 'position': [0.5, 0.5, 0.5376]}, {'element': 'O', 'position': [0.5, 0.5, 0.1117]}, {'element': 'O', 'position': [0.5, 0.0, 0.6117]}, {'element': 'O', 'position': [0.0, 0.5, 0.6117]}]",TiPbO3,P4mm,"{'a': 3.8795519, 'b': 3.8795519, 'c': 4.2858876200000005, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Ti', 'position': [0.5, 0.5, 0.58251444]}, {'element': 'Pb', 'position': [-0.0, 0.0, 0.12358795]}, {'element': 'O', 'position': [-0.0, 0.5, 0.49415765]}, {'element': 'O', 'position': [0.5, 0.0, 0.49415765]}, {'element': 'O', 'position': [0.5, 0.5, 0.99578232]}]",13.515572786331177,False,0.25
Strontium titanate,anthropic,claude-sonnet-4-6,True,,SrTiO3,Pm-3m,"{'a': 3.905, 'b': 3.905, 'c': 3.905, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'Sr', 'position': [0.0, 0.0, 0.0]}, {'element': 'Ti', 'position': [0.5, 0.5, 0.5]}, {'element': 'O', 'position': [0.5, 0.5, 0.0]}, {'element': 'O', 'position': [0.5, 0.0, 0.5]}, {'element': 'O', 'position': [0.0, 0.5, 0.5]}]",SrTiO3,I4/mcm,"{'a': 5.522329700714994, 'b': 5.522329559400709, 'c': 5.534898478941332, 'alpha': 119.92490712678152, 'beta': 119.92490461029365, 'gamma': 89.99999866323975}","[{'element': 'Sr', 'position': [0.75, 0.25, 0.5]}, {'element': 'Sr', 'position': [0.25, 0.75, 0.5]}, {'element': 'Ti', 'position': [0.5, 0.5, -0.0]}, {'element': 'Ti', 'position': [-0.0, 0.0, -0.0]}, {'element': 'O', 'position': [0.77095745, 0.27095745, -0.0]}, {'element': 'O', 'position': [0.7290425500000001, 0.77095745, 0.0]}, {'element': 'O', 'position': [0.27095745, 0.22904255, -0.0]}, {'element': 'O', 'position': [0.22904255, 0.7290425500000001, 0.0]}, {'element': 'O', 'position': [0.25, 0.25, 0.5]}, {'element': 'O', 'position': [0.75, 0.75, 0.5]}]",11.230788469314575,False,0.5
Lithium niobate,anthropic,claude-sonnet-4-6,True,,LiNbO3,R3c,"{'a': 5.1483, 'b': 5.1483, 'c': 13.8631, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0}","[{'element': 'Li', 'position': [0.0, 0.0, 0.2829]}, {'element': 'Nb', 'position': [0.0, 0.0, 0.0]}, {'element': 'O', 'position': [0.0492, 0.3446, 0.0833]}]",LiNbO3,R3c,"{'a': 5.153462, 'b': 5.153943, 'c': 5.530974, 'alpha': 90.018554, 'beta': 117.759752, 'gamma': 119.984998}","[{'element': 'Li', 'position': [0.412869, 0.707396, 0.119116]}, {'element': 'Li', 'position': [0.412499, 0.205245, 0.617538]}, {'element': 'Nb', 'position': [0.976808, 0.988594, 0.965218]}, {'element': 'Nb', 'position': [0.976827, 0.488462, 0.465406]}, {'element': 'O', 'position': [0.505298, 0.884402, 0.776164]}, {'element': 'O', 'position': [0.891609, 0.620943, 0.776218]}, {'element': 'O', 'position': [0.155012, 0.270355, 0.775963]}, {'element': 'O', 'position': [0.891586, 0.770553, 0.276177]}, {'element': 'O', 'position': [0.154917, 0.384401, 0.276036]}, {'element': 'O', 'position': [0.505374, 0.121051, 0.276364]}]",12.018967628479004,False,0.9772
Potassium niobate,anthropic,claude-sonnet-4-6,True,,KNbO3,Amm2,"{'a': 3.973, 'b': 5.695, 'c': 5.721, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0}","[{'element': 'K', 'position': [0.0, 0.0, 0.0]}, {'element': 'Nb', 'position': [0.5, 0.0, 0.5]}, {'element': 'O', 'position': [0.5, 0.0, 0.0]}, {'element': 'O', 'position': [0.0, 0.25, 0.25]}, {'element': 'O', 'position': [0.0, 0.75, 0.75]}]",KNbO3,R3m,"{'a': 4.049923854879114, 'b': 4.0499238731574305, 'c': 4.0499247414557855, 'alpha': 89.83687109964886, 'beta': 89.83687925054527, 'gamma': 89.83686205811088}","[{'element': 'K', 'position': [0.01326228, 0.01326228, 0.01326228]}, {'element': 'Nb', 'position': [0.50305267, 0.50305267, 0.50305267]}, {'element': 'O', 'position': [0.03114225, 0.5295219, 0.5295219]}, {'element': 'O', 'position': [0.5295219, 0.5295219, 0.03114225]}, {'element': 'O', 'position': [0.5295219, 0.03114225, 0.5295219]}]",13.925861835479736,False,0.5
